Title,Open,High,Low,Last,Volume,Tick Vol,Open Int,Bid,Ask,Bid/Ask Spread,Net,Dys Left,Time Val.,Intrin.Val.,Type
AAPL7 Sep14 86 Call,,,,,,0,0,13.75,17.80,4.05,,25,-16.69,15.69,Call
AAPL7 Sep14 87 Call,,,,,,0,0,12.70,16.89,4.20,,25,-15.69,14.69,Call
AAPL7 Sep14 87 Call,,,,,,0,0,13.20,16.89,3.70,,25,-15.69,14.69,Call
AAPL7 Sep14 87 Call,,,,,,0,0,12.70,16.85,4.15,,25,-15.69,14.69,Call
AAPL7 Sep14 88 Call,,,,,,0,0,11.80,15.90,4.09,,25,-14.69,13.69,Call
AAPL7 Sep14 88 Call,,,,,,0,0,12.45,15.75,3.30,,25,-14.69,13.69,Call
AAPL7 Sep14 88 Call,,,,,,0,0,11.70,15.85,4.15,,25,-14.69,13.69,Call
AAPL7 Sep14 89 Call,,,,,,0,0,10.80,14.90,4.09,,25,-13.69,12.69,Call
AAPL7 Sep14 89 Call,8.66,8.66,8.66,8.66,0,0,1,11.45,14.75,3.30,+0,25,-4.03,12.69,Call
AAPL7 Sep14 89 Call,,,,,,0,0,10.75,14.85,4.09,,25,-13.69,12.69,Call
AAPL7 Sep14 90 Call,11.90,11.95,11.90,11.95,5,0,21,11.25,12.50,1.25,+2,25,0.25,11.69,Call
AAPL7 Sep14 90 Call,,,,,,0,0,9.80,13.95,4.15,,25,-12.69,11.69,Call
AAPL7 Sep14 90 Call,,,,,,0,0,10.40,13.85,3.45,,25,-12.69,11.69,Call
AAPL7 Sep14 90 Call,,,,,,0,0,9.75,13.85,4.09,,25,-12.69,11.69,Call
AAPL7 Sep14 91 Call,,,,,,0,0,8.80,12.95,4.15,,25,-11.69,10.69,Call
AAPL7 Sep14 91 Call,,,,,,0,0,9.50,13.10,3.60,,25,-11.69,10.69,Call
AAPL7 Sep14 91 Call,6.46,6.46,6.46,6.46,0,0,17,8.80,12.85,4.05,+1.66,25,-4.23,10.69,Call
AAPL7 Sep14 92 Call,4.50,4.50,4.50,4.50,0,0,4,8.40,11.90,3.50,+0,25,-5.19,9.69,Call
AAPL7 Sep14 92 Call,,,,,,0,0,8.60,11.80,3.20,,25,-10.69,9.69,Call
AAPL7 Sep14 92 Call,6.50,6.50,6.50,6.50,0,0,33,8.10,11.90,3.80,+1.03,25,-3.19,9.69,Call
AAPL7 Sep14 93 Call,,,,,,0,0,7.00,10.95,3.95,,25,-9.69,8.69,Call
AAPL7 Sep14 93 Call,,,,,,0,0,7.80,10.95,3.15,,25,-9.69,8.69,Call
AAPL7 Sep14 93 Call,,,,,,0,0,6.70,10.85,4.15,,25,-9.69,8.69,Call
AAPL7 Sep14 94 Call,3.40,3.40,3.40,3.40,0,0,3,6.30,10.00,3.70,+0,25,-4.29,7.69,Call
AAPL7 Sep14 94 Call,,,,,,0,0,7.60,9.25,1.65,,25,-8.69,7.69,Call
AAPL7 Sep14 94 Call,,,,,,0,0,5.80,9.90,4.09,,25,-8.69,7.69,Call
AAPL7 Sep14 95 Call,7.50,7.50,7.10,7.50,3,0,206,6.85,7.50,0.65,+1.1,25,0.80,6.69,Call
AAPL7 Sep14 95 Call,5.90,5.90,5.90,5.90,0,0,7,5.50,8.90,3.40,+1.7,25,-0.79,6.69,Call
AAPL7 Sep14 95 Call,5.05,5.05,5.05,5.05,0,0,1,6.80,8.35,1.55,+0,25,-1.64,6.69,Call
AAPL7 Sep14 95 Call,6.53,6.53,6.53,6.53,0,0,20,5.40,8.90,3.50,+0.78,25,-0.16,6.69,Call
AAPL7 Sep14 96 Call,5.05,5.05,5.05,5.05,0,0,5,4.95,6.90,1.95,+2,25,-0.64,5.69,Call
AAPL7 Sep14 96 Call,6.14,6.14,6.14,6.14,0,0,6,6.05,7.40,1.35,+0,25,0.44,5.69,Call
AAPL7 Sep14 96 Call,4.85,4.85,4.80,4.80,0,0,164,4.40,7.65,3.25,+2.39,25,-0.89,5.69,Call
AAPL7 Sep14 97 Call,3.65,3.65,3.65,3.65,0,0,14,4.90,5.80,0.90,+0.66,25,-1.04,4.69,Call
AAPL7 Sep14 97 Call,4.25,4.25,4.25,4.25,0,0,5,5.35,6.50,1.15,+0,25,-0.44,4.69,Call
AAPL7 Sep14 97 Call,5.20,5.20,5.00,5.00,9,0,327,4.50,5.00,0.50,+1,25,0.30,4.69,Call
AAPL7 Sep14 98 Call,3.60,4.50,3.60,4.50,0,0,14,4.15,5.10,0.95,+1.5,25,0.80,3.69,Call
AAPL7 Sep14 98 Call,5.35,5.35,5.35,5.35,1,0,2,4.70,5.50,0.80,+2.15,25,1.65,3.69,Call
AAPL7 Sep14 98 Call,3.55,3.55,3.55,3.55,0,0,158,3.55,4.55,1.00,+0.2,25,-0.14,3.69,Call
AAPL7 Sep14 99 Call,2.10,2.10,2.10,2.10,0,0,50,3.45,4.25,0.80,+0.17,25,-0.59,2.69,Call
AAPL7 Sep14 99 Call,3.60,4.00,3.60,4.00,0,0,35,4.05,4.95,0.90,+1.1,25,1.30,2.69,Call
AAPL7 Sep14 99 Call,2.47,2.47,2.40,2.40,0,0,30,2.50,3.60,1.10,+0.92,25,-0.29,2.69,Call
